PaymentID,InvoiceID,CustomerID,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus,CreatedBy
PAY-d1582f32-a3ce-429a-84c2-611d58879659,INV-d1582f32-a3ce-429a-84c2-611d58879659,CID-005,2025-06-09,206.61,AmEx,Completed,SampleGen
PAY-5955cdc7-d1f2-4889-88ce-5111a916e977,INV-5955cdc7-d1f2-4889-88ce-5111a916e977,CID-005,2025-08-19,260.98,VISA,Completed,SampleGen
PAY-a0b6076a-2f7b-4bf5-aa09-661c1c01e437,INV-a0b6076a-2f7b-4bf5-aa09-661c1c01e437,CID-006,2025-03-26,1457.21,MC,Completed,SampleGen
PAY-88865e45-f95d-4f58-9609-0a3fc151d14f,INV-88865e45-f95d-4f58-9609-0a3fc151d14f,CID-006,2026-03-17,750.34,MC,Completed,SampleGen
PAY-ccf88e39-bf13-40dd-93bb-706e6aeaddcb,INV-ccf88e39-bf13-40dd-93bb-706e6aeaddcb,CID-006,2025-07-27,619.84,VISA,Completed,SampleGen
PAY-d58adc1c-b8c5-45d6-a821-a4b494f32056,INV-d58adc1c-b8c5-45d6-a821-a4b494f32056,CID-006,2025-05-24,1826.97,PayPal,Completed,SampleGen
PAY-dd3edfac-27e3-4c12-8ec5-06e915875a85,INV-dd3edfac-27e3-4c12-8ec5-06e915875a85,CID-006,2025-11-11,1587.72,VISA,Completed,SampleGen
PAY-2e290897-6f04-485c-8eef-d2ff4581fb5b,INV-2e290897-6f04-485c-8eef-d2ff4581fb5b,CID-007,2026-03-05,380.61,VISA,Completed,SampleGen
PAY-771761a6-5b43-42b4-9535-5f48b2e70519,INV-771761a6-5b43-42b4-9535-5f48b2e70519,CID-008,2026-01-29,913.47,AmEx,Completed,SampleGen
PAY-0fdebabc-0881-4ab2-aa01-8155fb2b400f,INV-0fdebabc-0881-4ab2-aa01-8155fb2b400f,CID-008,2026-01-26,1359.33,VISA,Completed,SampleGen
PAY-b9931229-73af-46ee-bd1f-024e5abba3a7,INV-b9931229-73af-46ee-bd1f-024e5abba3a7,CID-008,2025-08-05,489.33,Discover,Completed,SampleGen
PAY-1507d463-e1a5-42da-b475-8192ee3e50f2,INV-1507d463-e1a5-42da-b475-8192ee3e50f2,CID-008,2025-11-22,260.98,MC,Completed,SampleGen
PAY-80ce85ba-8983-4a27-84ca-40e0e8755e96,INV-80ce85ba-8983-4a27-84ca-40e0e8755e96,CID-008,2025-08-29,2849.21,PayPal,Completed,SampleGen
PAY-db0cd743-d3b7-4b2d-8e83-788907014024,INV-db0cd743-d3b7-4b2d-8e83-788907014024,CID-009,2025-01-25,793.85,Discover,Completed,SampleGen
PAY-692dc931-8b9f-44f9-ac21-57e92648559b,INV-692dc931-8b9f-44f9-ac21-57e92648559b,CID-010,2025-09-10,1913.94,Discover,Completed,SampleGen
PAY-df8e104e-1b52-4e9a-a21c-6ac9562c8eac,INV-df8e104e-1b52-4e9a-a21c-6ac9562c8eac,CID-010,2026-03-10,3284.18,PayPal,Completed,SampleGen
PAY-d74be5d2-00d6-491a-b013-7faa14e806b8,INV-d74be5d2-00d6-491a-b013-7faa14e806b8,CID-010,2026-04-11,1696.45,VISA,Completed,SampleGen
PAY-667abf8a-97dc-4384-9ede-e99f5b23a4ac,INV-667abf8a-97dc-4384-9ede-e99f5b23a4ac,CID-010,2025-06-16,1250.58,AmEx,Completed,SampleGen
PAY-37a03246-43ee-4f86-b214-6953ad797c47,INV-37a03246-43ee-4f86-b214-6953ad797c47,CID-010,2025-01-05,1413.73,AmEx,Completed,SampleGen
PAY-7a8d2a7d-4256-4db8-8966-a8a7f75cb1cf,INV-7a8d2a7d-4256-4db8-8966-a8a7f75cb1cf,CID-010,2025-12-04,1283.2,PayPal,Completed,SampleGen
PAY-a88fe160-26e6-4e0b-9cde-965bd63566d6,INV-a88fe160-26e6-4e0b-9cde-965bd63566d6,CID-010,2025-08-10,2283.73,AmEx,Completed,SampleGen
PAY-252ce467-bb15-4d74-abea-9fbb4b7735e0,INV-252ce467-bb15-4d74-abea-9fbb4b7735e0,CID-010,2025-07-26,891.7,VISA,Completed,SampleGen
PAY-75157f75-2755-4595-981e-35c375aea2e3,INV-75157f75-2755-4595-981e-35c375aea2e3,CID-010,2025-08-11,260.98,MC,Completed,SampleGen
PAY-b8a2b27f-416d-4ad9-be5c-7faca5d309da,INV-b8a2b27f-416d-4ad9-be5c-7faca5d309da,CID-011,2026-03-28,2087.97,VISA,Completed,SampleGen
PAY-f31c98cb-0ca8-455a-8316-e2d712e004f6,INV-f31c98cb-0ca8-455a-8316-e2d712e004f6,CID-011,2025-11-13,630.74,MC,Completed,SampleGen
PAY-4ea408b2-e666-478d-ba16-a149f0557c1f,INV-4ea408b2-e666-478d-ba16-a149f0557c1f,CID-011,2025-08-11,1848.69,MC,Completed,SampleGen
PAY-d9efbcfc-06aa-421e-bcad-cdaed4cfed74,INV-d9efbcfc-06aa-421e-bcad-cdaed4cfed74,CID-011,2025-11-29,2370.72,VISA,Completed,SampleGen
PAY-ced387c8-5c59-41dd-80e5-4a601c75bf4c,INV-ced387c8-5c59-41dd-80e5-4a601c75bf4c,CID-012,2025-09-05,1870.44,MC,Completed,SampleGen
PAY-351760cd-c064-4d93-8837-cdb7c225e075,INV-351760cd-c064-4d93-8837-cdb7c225e075,CID-013,2025-04-17,913.46,AmEx,Completed,SampleGen
PAY-3fd38b6e-8752-490c-a29f-781aff4f9da2,INV-3fd38b6e-8752-490c-a29f-781aff4f9da2,CID-013,2026-03-17,2370.71,PayPal,Completed,SampleGen
PAY-6c1a2718-1d6e-449d-a1f8-7e68e12efb9c,INV-6c1a2718-1d6e-449d-a1f8-7e68e12efb9c,CID-013,2025-07-05,815.57,AmEx,Completed,SampleGen
PAY-6ebfca4d-bd5c-4092-8b5e-282d54f60adf,INV-6ebfca4d-bd5c-4092-8b5e-282d54f60adf,CID-014,2025-05-23,3240.71,MC,Completed,SampleGen
PAY-48fd8512-9779-4aa9-8dfb-58b96f3c92ac,INV-48fd8512-9779-4aa9-8dfb-58b96f3c92ac,CID-015,2025-01-12,3697.46,PayPal,Completed,SampleGen
PAY-b349bbf6-b44b-4b1c-a2b0-6e34a5e8df6a,INV-b349bbf6-b44b-4b1c-a2b0-6e34a5e8df6a,CID-016,2026-03-04,1696.46,VISA,Completed,SampleGen
PAY-18fa7f8d-20b9-486c-8799-e2393eb75612,INV-18fa7f8d-20b9-486c-8799-e2393eb75612,CID-017,2025-12-03,608.97,MC,Completed,SampleGen
PAY-311fd7af-b307-4d71-9f81-d0c8c9dff536,INV-311fd7af-b307-4d71-9f81-d0c8c9dff536,CID-017,2025-08-23,848.19,MC,Completed,SampleGen
PAY-4474413b-ec0d-4733-9f1c-dacb87d52959,INV-4474413b-ec0d-4733-9f1c-dacb87d52959,CID-017,2025-06-23,173.98,VISA,Completed,SampleGen
PAY-dc529cef-2451-4a5e-9996-569af5cfd672,INV-dc529cef-2451-4a5e-9996-569af5cfd672,CID-018,2026-01-20,1120.1,PayPal,Completed,SampleGen
PAY-4df3a3dd-7415-4159-a117-9b1bf4d9c107,INV-4df3a3dd-7415-4159-a117-9b1bf4d9c107,CID-018,2025-04-19,1816.05,AmEx,Completed,SampleGen
PAY-d5f08e15-99aa-4626-a995-33d04e1d2fd8,INV-d5f08e15-99aa-4626-a995-33d04e1d2fd8,CID-018,2026-01-11,4719.7,Discover,Completed,SampleGen
PAY-aee2bf2f-be77-4ed8-a34b-30b9522b4ad0,INV-aee2bf2f-be77-4ed8-a34b-30b9522b4ad0,CID-018,2025-08-07,3121.07,VISA,Completed,SampleGen
PAY-1cdc0823-f01b-4c74-873f-04a422a45d32,INV-1cdc0823-f01b-4c74-873f-04a422a45d32,CID-019,2026-01-14,1794.33,AmEx,Completed,SampleGen
PAY-6c66caf4-905a-405b-91dc-475cddf60b03,INV-6c66caf4-905a-405b-91dc-475cddf60b03,CID-019,2026-03-02,782.96,VISA,Completed,SampleGen
PAY-de58de76-96f0-4f4d-99d0-49e627e5f57b,INV-de58de76-96f0-4f4d-99d0-49e627e5f57b,CID-019,2025-08-30,500.22,MC,Completed,SampleGen
PAY-57b8614b-8831-4633-a384-ee2baa23da8a,INV-57b8614b-8831-4633-a384-ee2baa23da8a,CID-019,2025-09-07,271.86,VISA,Completed,SampleGen
PAY-52d547ab-6071-4f1b-96ef-0509de749bf0,INV-52d547ab-6071-4f1b-96ef-0509de749bf0,CID-019,2025-10-10,761.21,PayPal,Completed,SampleGen
PAY-7d78b74e-5149-4860-976a-5b625da74442,INV-7d78b74e-5149-4860-976a-5b625da74442,CID-019,2025-02-17,1413.69,PayPal,Completed,SampleGen
PAY-81d253ca-d0fc-4500-8b71-40d9a3f9ccc7,INV-81d253ca-d0fc-4500-8b71-40d9a3f9ccc7,CID-019,2026-02-22,1522.45,MC,Completed,SampleGen
PAY-2f7d49f5-b38a-42d9-9ec4-edd9ffa81ec8,INV-2f7d49f5-b38a-42d9-9ec4-edd9ffa81ec8,CID-020,2025-07-11,3034.05,VISA,Completed,SampleGen
PAY-0242e3d0-d73b-4f4a-9783-75aaf64a2f67,INV-0242e3d0-d73b-4f4a-9783-75aaf64a2f67,CID-020,2025-04-04,750.34,AmEx,Completed,SampleGen
PAY-ff565295-84f7-46d0-8005-7401c3571b0e,INV-ff565295-84f7-46d0-8005-7401c3571b0e,CID-020,2026-04-25,2229.34,MC,Completed,SampleGen
PAY-b5eb82a4-2887-4806-ac52-976a6ac7b192,INV-b5eb82a4-2887-4806-ac52-976a6ac7b192,CID-021,2025-12-22,2185.83,VISA,Completed,SampleGen
PAY-6aeb3c6f-e7f1-4c49-af00-d65746e9f5fc,INV-6aeb3c6f-e7f1-4c49-af00-d65746e9f5fc,CID-021,2025-08-26,32.6,MC,Completed,SampleGen
PAY-a26fcff3-c97c-4f7a-8c31-36d422255c91,INV-a26fcff3-c97c-4f7a-8c31-36d422255c91,CID-021,2025-07-25,2414.18,PayPal,Completed,SampleGen
PAY-af8e9af9-83f2-45d3-a860-2ea0094f694e,INV-af8e9af9-83f2-45d3-a860-2ea0094f694e,CID-021,2025-09-08,978.73,AmEx,Completed,SampleGen
PAY-2806e5bc-f22f-4953-aaa8-1122dc175cdc,INV-2806e5bc-f22f-4953-aaa8-1122dc175cdc,CID-022,2025-09-26,1185.34,MC,Completed,SampleGen
PAY-56e87c54-8dd2-47dd-af33-969dafaef74b,INV-56e87c54-8dd2-47dd-af33-969dafaef74b,CID-022,2026-03-25,3479.94,AmEx,Completed,SampleGen
PAY-3d17315f-65ad-4f1c-89e2-6fd8340d961b,INV-3d17315f-65ad-4f1c-89e2-6fd8340d961b,CID-022,2026-04-05,1935.7,MC,Completed,SampleGen
PAY-1c7fb2e3-15da-48d9-b2e8-2432ce3a3257,INV-1c7fb2e3-15da-48d9-b2e8-2432ce3a3257,CID-023,2025-07-05,2272.83,VISA,Completed,SampleGen
PAY-ab03d21f-36f6-4701-87f3-6a838a0c185d,INV-ab03d21f-36f6-4701-87f3-6a838a0c185d,CID-023,2025-07-02,3001.43,PayPal,Completed,SampleGen
PAY-69c82e4c-d390-44a7-984e-8bb7746468fa,INV-69c82e4c-d390-44a7-984e-8bb7746468fa,CID-023,2025-04-17,880.82,PayPal,Completed,SampleGen
PAY-89248da6-b6d4-4e99-85e4-63df4906e4aa,INV-89248da6-b6d4-4e99-85e4-63df4906e4aa,CID-023,2025-12-22,598.11,MC,Completed,SampleGen
PAY-03bd2aac-eb05-4e95-9fc0-56f34ce0f649,INV-03bd2aac-eb05-4e95-9fc0-56f34ce0f649,CID-023,2025-09-21,630.74,VISA,Completed,SampleGen
PAY-9c469efd-a93f-4bc6-bd6c-580f27e2a115,INV-9c469efd-a93f-4bc6-bd6c-580f27e2a115,CID-023,2025-09-03,1283.18,PayPal,Completed,SampleGen
PAY-da11ffb2-3fb7-4d40-a112-8904fefb334e,INV-da11ffb2-3fb7-4d40-a112-8904fefb334e,CID-023,2025-08-12,869.96,MC,Completed,SampleGen
PAY-78182889-4ffc-4e50-895a-989bba5fcef8,INV-78182889-4ffc-4e50-895a-989bba5fcef8,CID-024,2025-08-22,206.61,AmEx,Completed,SampleGen
PAY-04b4d11c-25e0-4c99-b2e5-bc1aee2ae790,INV-04b4d11c-25e0-4c99-b2e5-bc1aee2ae790,CID-024,2025-11-29,1304.96,PayPal,Completed,SampleGen
PAY-2d700687-3e32-44b3-b305-1338ba379407,INV-2d700687-3e32-44b3-b305-1338ba379407,CID-025,2025-02-03,3643.07,MC,Completed,SampleGen
PAY-ba45dae2-3837-493c-ac86-a09bed9fbd6a,INV-ba45dae2-3837-493c-ac86-a09bed9fbd6a,CID-026,2025-02-28,2120.57,Discover,Completed,SampleGen
PAY-4c175891-1dd9-4a16-b185-4869868726cb,INV-4c175891-1dd9-4a16-b185-4869868726cb,CID-026,2025-05-15,206.61,AmEx,Completed,SampleGen
PAY-5caa9907-896a-4ca2-82ed-19d7602036eb,INV-5caa9907-896a-4ca2-82ed-19d7602036eb,CID-027,2025-10-07,902.59,AmEx,Completed,SampleGen
PAY-008b6098-064e-4dbd-b10d-8b56f93fe1a8,INV-008b6098-064e-4dbd-b10d-8b56f93fe1a8,CID-027,2025-10-25,1332.13,Discover,Completed,SampleGen
PAY-a2887745-b91e-404e-a22d-bca7ac3cb56f,INV-a2887745-b91e-404e-a22d-bca7ac3cb56f,CID-028,2025-01-05,1011.33,VISA,Completed,SampleGen
PAY-2f100a66-e51a-4c2c-9820-f9d1efbb5b61,INV-2f100a66-e51a-4c2c-9820-f9d1efbb5b61,CID-028,2025-12-02,1413.74,MC,Completed,SampleGen
PAY-64619c78-95e5-477f-b87c-57537e9ee715,INV-64619c78-95e5-477f-b87c-57537e9ee715,CID-028,2025-12-09,3762.7,MC,Completed,SampleGen
PAY-d9108e59-7661-4585-bec9-5f0830849b47,INV-d9108e59-7661-4585-bec9-5f0830849b47,CID-028,2025-10-25,2555.58,AmEx,Completed,SampleGen
PAY-ef9af821-a4c1-43ca-954b-2c736f2d9c97,INV-ef9af821-a4c1-43ca-954b-2c736f2d9c97,CID-028,2025-11-08,2000.95,PayPal,Completed,SampleGen
PAY-a5820ebd-d3ae-4d4b-b8f4-ad39fcbbebf1,INV-a5820ebd-d3ae-4d4b-b8f4-ad39fcbbebf1,CID-029,2025-04-25,652.48,VISA,Completed,SampleGen
PAY-c226d562-6ea9-4324-a72c-b81081857ee4,INV-c226d562-6ea9-4324-a72c-b81081857ee4,CID-029,2025-10-02,173.98,AmEx,Completed,SampleGen
PAY-0e7d6814-0e12-4518-a28d-f5a871faa82d,INV-0e7d6814-0e12-4518-a28d-f5a871faa82d,CID-029,2025-02-03,2446.83,VISA,Completed,SampleGen
PAY-698ec3e2-95f4-4b8f-9b8a-344860f69a65,INV-698ec3e2-95f4-4b8f-9b8a-344860f69a65,CID-029,2026-03-17,326.23,AmEx,Completed,SampleGen
PAY-0d2bafd2-c167-4e18-a285-44fc65e21c7e,INV-0d2bafd2-c167-4e18-a285-44fc65e21c7e,CID-030,2025-10-02,4273.82,PayPal,Completed,SampleGen
PAY-9282a519-f43e-437f-9fcc-e321375ed787,INV-9282a519-f43e-437f-9fcc-e321375ed787,CID-031,2025-01-02,565.48,Discover,Completed,SampleGen
PAY-356c6500-46b9-4124-aaab-ed29639d859f,INV-356c6500-46b9-4124-aaab-ed29639d859f,CID-031,2025-05-01,1772.58,VISA,Completed,SampleGen
PAY-a851245d-5d33-47be-9c8e-015bda0ac3a2,INV-a851245d-5d33-47be-9c8e-015bda0ac3a2,CID-032,2026-02-05,3599.55,AmEx,Completed,SampleGen
PAY-3290f76c-bd79-4aa6-bb26-1fbc49a8dfb8,INV-3290f76c-bd79-4aa6-bb26-1fbc49a8dfb8,CID-032,2025-03-14,217.48,MC,Completed,SampleGen
PAY-8ad01e8b-ff5f-4cd7-b040-e5959a4a516e,INV-8ad01e8b-ff5f-4cd7-b040-e5959a4a516e,CID-032,2025-07-23,299.03,PayPal,Completed,SampleGen
PAY-8ba74c7d-f482-4a4f-bea9-01a1501d1c8f,INV-8ba74c7d-f482-4a4f-bea9-01a1501d1c8f,CID-033,2025-05-02,1500.71,AmEx,Completed,SampleGen
PAY-92133fd9-8783-4751-bf1b-d048f2b491bf,INV-92133fd9-8783-4751-bf1b-d048f2b491bf,CID-033,2025-02-01,1881.33,MC,Completed,SampleGen
PAY-b6c92ed1-63d9-4eee-9916-645ae68b5419,INV-b6c92ed1-63d9-4eee-9916-645ae68b5419,CID-034,2025-05-17,793.82,PayPal,Completed,SampleGen
PAY-80e4c710-cbda-4e94-8a21-67481252cbe9,INV-80e4c710-cbda-4e94-8a21-67481252cbe9,CID-034,2025-07-18,1011.34,MC,Completed,SampleGen
PAY-be2c622e-1aac-47f2-bef3-dd58fd71c507,INV-be2c622e-1aac-47f2-bef3-dd58fd71c507,CID-035,2025-05-24,967.83,MC,Completed,SampleGen
PAY-66d7a203-8c80-4252-bca1-e562c68b40da,INV-66d7a203-8c80-4252-bca1-e562c68b40da,CID-036,2025-07-09,869.99,AmEx,Completed,SampleGen
PAY-4415edbd-da07-4f54-86dd-90ea20899a00,INV-4415edbd-da07-4f54-86dd-90ea20899a00,CID-036,2025-04-25,2283.72,VISA,Completed,SampleGen
PAY-df4ef6c8-75e8-4e3f-97fe-0b252fc53d75,INV-df4ef6c8-75e8-4e3f-97fe-0b252fc53d75,CID-036,2025-06-14,130.49,AmEx,Completed,SampleGen
PAY-d4f4d747-ca93-4048-8db6-098680e1155c,INV-d4f4d747-ca93-4048-8db6-098680e1155c,CID-036,2025-04-20,86.99,Discover,Completed,SampleGen
PAY-a25d0a8e-e9f9-4f00-baa1-967ff6eaed21,INV-a25d0a8e-e9f9-4f00-baa1-967ff6eaed21,CID-037,2025-04-14,2762.21,AmEx,Completed,SampleGen
PAY-02234697-aba0-4a08-bf39-363de032ca77,INV-02234697-aba0-4a08-bf39-363de032ca77,CID-037,2025-11-21,2892.69,VISA,Completed,SampleGen
PAY-d4679d64-8e36-491c-b575-33f60707f4b9,INV-d4679d64-8e36-491c-b575-33f60707f4b9,CID-037,2025-02-02,358.84,PayPal,Completed,SampleGen
PAY-329ec667-cdec-468f-8cfc-0fec9245d56d,INV-329ec667-cdec-468f-8cfc-0fec9245d56d,CID-037,2025-12-13,434.98,PayPal,Completed,SampleGen
PAY-dc410e41-de6c-4846-b9b0-979eaddb3497,INV-dc410e41-de6c-4846-b9b0-979eaddb3497,CID-038,2026-04-10,2479.42,MC,Completed,SampleGen
PAY-87c243c8-ffe2-4462-9039-6d7e6876c6a2,INV-87c243c8-ffe2-4462-9039-6d7e6876c6a2,CID-038,2025-08-08,500.22,PayPal,Completed,SampleGen
PAY-7e3121f9-e7d6-4406-92c9-82bfe270d044,INV-7e3121f9-e7d6-4406-92c9-82bfe270d044,CID-038,2026-03-06,1141.81,AmEx,Completed,SampleGen
PAY-e2ac266b-0f4d-467b-9d8a-b82e33f781b4,INV-e2ac266b-0f4d-467b-9d8a-b82e33f781b4,CID-038,2025-07-24,2109.71,MC,Completed,SampleGen
PAY-b2166ab0-3b65-48ff-add9-0b8466c549ab,INV-b2166ab0-3b65-48ff-add9-0b8466c549ab,CID-039,2025-04-23,902.6,PayPal,Completed,SampleGen
PAY-3726b591-2d32-46e2-a51c-5f2f529fdf01,INV-3726b591-2d32-46e2-a51c-5f2f529fdf01,CID-039,2026-01-09,2620.81,VISA,Completed,SampleGen
PAY-37267d84-5575-480a-8cc2-5e2a22c217ac,INV-37267d84-5575-480a-8cc2-5e2a22c217ac,CID-039,2025-01-03,380.61,AmEx,Completed,SampleGen
PAY-3b11e992-f460-499d-8458-fbef8f364ae4,INV-3b11e992-f460-499d-8458-fbef8f364ae4,CID-040,2025-06-08,782.96,PayPal,Completed,SampleGen
PAY-948ac3e1-086a-49c3-ab62-a00f828c6321,INV-948ac3e1-086a-49c3-ab62-a00f828c6321,CID-040,2026-04-18,1043.95,PayPal,Completed,SampleGen
PAY-c4fe55e4-6f94-47ee-b0c0-b83d16f9b299,INV-c4fe55e4-6f94-47ee-b0c0-b83d16f9b299,CID-040,2025-02-05,3697.43,MC,Completed,SampleGen
PAY-94abd492-958f-4aa8-8cef-677b0f2d2798,INV-94abd492-958f-4aa8-8cef-677b0f2d2798,CID-041,2025-05-02,3175.46,MC,Completed,SampleGen
PAY-ef277450-fe46-4727-be1d-1e52365208b1,INV-ef277450-fe46-4727-be1d-1e52365208b1,CID-041,2025-04-08,2174.95,AmEx,Completed,SampleGen
PAY-5b855b1b-7027-4591-afb1-8cb76b7be084,INV-5b855b1b-7027-4591-afb1-8cb76b7be084,CID-042,2025-08-22,1413.71,VISA,Completed,SampleGen
PAY-0b1de032-eed8-4a7d-86da-e38d8eec4873,INV-0b1de032-eed8-4a7d-86da-e38d8eec4873,CID-042,2025-11-30,543.71,VISA,Completed,SampleGen
PAY-ff29c296-eeb8-407c-b700-275536c55bc9,INV-ff29c296-eeb8-407c-b700-275536c55bc9,CID-042,2026-04-20,1468.09,PayPal,Completed,SampleGen
PAY-e1dfdda3-5000-49fd-b7d4-64adabc8ce47,INV-e1dfdda3-5000-49fd-b7d4-64adabc8ce47,CID-042,2025-08-26,869.99,MC,Completed,SampleGen
PAY-2828a089-f72d-4ed3-b5cf-752349235fc5,INV-2828a089-f72d-4ed3-b5cf-752349235fc5,CID-042,2026-02-08,3229.82,VISA,Completed,SampleGen
PAY-ffeab345-e9c0-4897-916d-d4375c35b13d,INV-ffeab345-e9c0-4897-916d-d4375c35b13d,CID-043,2025-03-25,1555.05,MC,Completed,SampleGen
PAY-ae3d6cbc-bed5-4be8-8229-55d03864b889,INV-ae3d6cbc-bed5-4be8-8229-55d03864b889,CID-043,2025-04-27,869.98,VISA,Completed,SampleGen
PAY-a9fa48d1-266b-4b81-89b4-6ce0384d5b71,INV-a9fa48d1-266b-4b81-89b4-6ce0384d5b71,CID-044,2026-01-31,663.34,AmEx,Completed,SampleGen
PAY-6b7dac8a-cefb-451b-a519-b6d5553163c8,INV-6b7dac8a-cefb-451b-a519-b6d5553163c8,CID-044,2025-03-30,761.23,MC,Completed,SampleGen
PAY-c262f380-07ea-45f4-b009-768ba5575139,INV-c262f380-07ea-45f4-b009-768ba5575139,CID-045,2026-01-24,3371.22,VISA,Completed,SampleGen
PAY-27107e2a-6d23-4dd8-8f60-53f1d5d4f64a,INV-27107e2a-6d23-4dd8-8f60-53f1d5d4f64a,CID-046,2025-05-09,1990.08,AmEx,Completed,SampleGen
PAY-63dcb60f-2d57-4c5d-80a8-7dd3a509c8b5,INV-63dcb60f-2d57-4c5d-80a8-7dd3a509c8b5,CID-046,2025-01-12,1196.22,PayPal,Completed,SampleGen
PAY-1a82f046-fd28-469f-bc93-7f641dfdef7e,INV-1a82f046-fd28-469f-bc93-7f641dfdef7e,CID-047,2025-06-20,2446.81,MC,Completed,SampleGen
PAY-80d1adf0-626f-4645-8734-899f476d507e,INV-80d1adf0-626f-4645-8734-899f476d507e,CID-047,2026-04-30,3262.44,PayPal,Completed,SampleGen
PAY-43a6ce25-4d7b-4155-82c4-720b4457ba96,INV-43a6ce25-4d7b-4155-82c4-720b4457ba96,CID-047,2025-11-15,652.47,MC,Completed,SampleGen
PAY-9032eca7-1b24-4693-b868-481646edf72b,INV-9032eca7-1b24-4693-b868-481646edf72b,CID-047,2025-04-04,956.94,VISA,Completed,SampleGen
PAY-e8251420-bcfb-4196-946d-25e6f1e0bc63,INV-e8251420-bcfb-4196-946d-25e6f1e0bc63,CID-048,2025-09-15,608.94,PayPal,Completed,SampleGen
PAY-a9337d1d-62e4-42ad-a0b5-13662d41cde4,INV-a9337d1d-62e4-42ad-a0b5-13662d41cde4,CID-048,2025-02-24,434.99,PayPal,Completed,SampleGen
PAY-6b8d55f6-71ff-40c4-bd53-f10042babdc6,INV-6b8d55f6-71ff-40c4-bd53-f10042babdc6,CID-048,2025-01-06,1130.95,MC,Completed,SampleGen
PAY-d96cbadd-da67-45a4-9429-6c8c15fe5b5e,INV-d96cbadd-da67-45a4-9429-6c8c15fe5b5e,CID-049,2025-05-18,1957.46,VISA,Completed,SampleGen
PAY-cc902397-daa1-42b8-8330-b9130b0f9231,INV-cc902397-daa1-42b8-8330-b9130b0f9231,CID-050,2025-01-03,598.11,AmEx,Completed,SampleGen
PAY-2781c39d-c4a1-4b20-a04d-66e1e66be33b,INV-2781c39d-c4a1-4b20-a04d-66e1e66be33b,CID-050,2026-04-15,1076.6,AmEx,Completed,SampleGen
PAY-6eea0e7f-11c3-47cd-b081-7f0da56707ba,INV-6eea0e7f-11c3-47cd-b081-7f0da56707ba,CID-051,2025-08-05,2131.46,VISA,Completed,SampleGen
PAY-7b6ea08d-b03e-4145-8396-4fd4e68a6c37,INV-7b6ea08d-b03e-4145-8396-4fd4e68a6c37,CID-052,2025-07-08,413.23,MC,Completed,SampleGen
PAY-3fe69806-1259-4746-a3e5-d721a91f62e9,INV-3fe69806-1259-4746-a3e5-d721a91f62e9,CID-052,2025-04-12,1848.71,MC,Completed,SampleGen
PAY-884efc5b-1d79-4e7e-aa23-94cc179083c8,INV-884efc5b-1d79-4e7e-aa23-94cc179083c8,CID-052,2025-07-23,652.48,Discover,Completed,SampleGen
PAY-ff3df4b5-c1ef-44c8-a753-8457928f5265,INV-ff3df4b5-c1ef-44c8-a753-8457928f5265,CID-052,2026-04-11,1457.21,PayPal,Completed,SampleGen
